applicant_id,age,employment_type,tier_city,cibil_score,monthly_income,existing_obligations
APP-008591,52,Self-Employed,Tier 1,796,94643,25287
APP-008592,43,Salaried,Tier 1,775,74477,27281
APP-008593,30,Salaried,Tier 2,786,69813,11266
APP-008594,51,Self-Employed,Tier 2,786,17201,5955
APP-008595,46,Self-Employed,Tier 2,755,20957,3764
APP-008596,47,Salaried,Tier 3,764,69939,20855
APP-008597,43,Salaried,Tier 1,673,168872,29234
APP-008598,49,Salaried,Tier 1,742,245672,33011
APP-008599,37,Salaried,Tier 2,748,17593,5263
APP-008600,50,Self-Employed,Tier 1,759,93892,26145
APP-008601,54,Salaried,Tier 2,761,81869,18047
APP-008602,33,Self-Employed,Tier 2,647,86455,9596
APP-008603,42,Self-Employed,Tier 1,728,99202,24064
APP-008604,38,Salaried,Tier 2,761,47007,6797
APP-008605,32,Salaried,Tier 2,743,89048,18507
APP-008606,53,Salaried,Tier 2,703,104030,28697
APP-008607,35,Self-Employed,Tier 3,724,84709,32342
APP-008608,42,Salaried,Tier 1,801,128205,32486
APP-008609,42,Salaried,Tier 3,789,93865,14871
APP-008610,39,Self-Employed,Tier 2,695,50186,19264
APP-008611,30,Salaried,Tier 3,712,44321,4776
APP-008612,48,Self-Employed,Tier 1,708,157336,46075
APP-008613,41,Self-Employed,Tier 2,652,60508,10813
APP-008614,53,Salaried,Tier 2,754,79630,26059
APP-008615,48,Salaried,Tier 2,725,21800,4346
APP-008616,32,Self-Employed,Tier 2,641,41548,9498
APP-008617,44,Self-Employed,Tier 2,680,47551,15745
APP-008618,40,Salaried,Tier 3,747,100527,37129
APP-008619,46,Salaried,Tier 2,741,38818,6007
APP-008620,26,Salaried,Tier 1,742,90415,17078
APP-008621,25,Self-Employed,Tier 2,772,89753,9091
APP-008622,51,Salaried,Tier 2,705,61071,21800
APP-008623,37,Salaried,Tier 2,757,128870,49503
APP-008624,31,Self-Employed,Tier 2,711,55543,10210
APP-008625,47,Salaried,Tier 3,793,153504,33059
APP-008626,43,Salaried,Tier 2,761,167936,38404
APP-008627,27,Salaried,Tier 1,712,146096,32568
APP-008628,36,Self-Employed,Tier 1,717,266543,58069
APP-008629,50,Salaried,Tier 3,705,79182,19222
APP-008630,36,Self-Employed,Tier 2,806,90065,13161
APP-008631,41,Self-Employed,Tier 3,755,63694,7471
APP-008632,52,Salaried,Tier 2,767,107405,34053
APP-008633,41,Salaried,Tier 2,802,76894,27218
APP-008634,42,Salaried,Tier 2,746,119737,41076
APP-008635,50,Salaried,Tier 1,770,213696,61541
APP-008636,52,Self-Employed,Tier 2,694,66711,26060
APP-008637,27,Self-Employed,Tier 2,730,99481,9994
APP-008638,44,Salaried,Tier 2,742,33834,6626
APP-008639,48,Salaried,Tier 3,777,74256,14331
APP-008640,45,Salaried,Tier 3,765,81171,16632
APP-008641,39,Self-Employed,Tier 3,600,142051,48296
APP-008642,26,Salaried,Tier 3,652,50524,10380
APP-008643,31,Salaried,Tier 2,732,66540,17175
APP-008644,48,Salaried,Tier 2,656,45346,12886
APP-008645,37,Salaried,Tier 3,700,55803,19732
APP-008646,37,Salaried,Tier 2,705,134554,38315
APP-008647,53,Salaried,Tier 1,717,50076,10735
APP-008648,43,Salaried,Tier 2,772,41998,12953
APP-008649,30,Self-Employed,Tier 1,655,177999,45329
APP-008650,34,Salaried,Tier 2,760,46190,11941
APP-008651,32,Salaried,Tier 2,765,48017,9629
APP-008652,50,Salaried,Tier 1,766,184823,18571
APP-008653,46,Salaried,Tier 3,640,46631,9641
APP-008654,34,Salaried,Tier 2,740,33077,6311
APP-008655,30,Salaried,Tier 2,668,61982,8063
APP-008656,48,Salaried,Tier 2,760,36706,5857
APP-008657,54,Salaried,Tier 3,656,105947,41771
APP-008658,36,Salaried,Tier 2,732,51226,9422
APP-008659,25,Salaried,Tier 2,761,73444,18761
APP-008660,26,Self-Employed,Tier 3,744,73521,19468
APP-008661,35,Salaried,Tier 1,778,217653,58332
APP-008662,27,Salaried,Tier 3,760,52404,5984
APP-008663,47,Salaried,Tier 2,755,141381,46859
APP-008664,25,Salaried,Tier 2,767,40621,12962
APP-008665,28,Salaried,Tier 1,725,82101,32278
APP-008666,27,Salaried,Tier 2,746,78601,12215
APP-008667,48,Self-Employed,Tier 2,699,77533,20634
APP-008668,47,Salaried,Tier 3,739,67486,23022
APP-008669,41,Salaried,Tier 3,713,101015,13869
APP-008670,51,Self-Employed,Tier 3,709,103851,34984
APP-008671,49,Self-Employed,Tier 2,612,59320,10736
APP-008672,51,Salaried,Tier 3,724,48283,8896
APP-008673,44,Salaried,Tier 2,710,29365,11266
APP-008674,31,Salaried,Tier 3,774,89938,17462
APP-008675,36,Salaried,Tier 1,693,75735,20847
APP-008676,46,Salaried,Tier 2,733,39265,9110
APP-008677,43,Salaried,Tier 3,786,44791,5529
APP-008678,54,Self-Employed,Tier 3,727,57861,22284
APP-008679,30,Salaried,Tier 2,788,36653,6015
APP-008680,31,Salaried,Tier 2,716,61346,11061
APP-008681,51,Salaried,Tier 1,771,200196,42676
APP-008682,29,Self-Employed,Tier 2,604,45880,11449
APP-008683,50,Salaried,Tier 2,728,33491,4798
APP-008684,28,Salaried,Tier 1,732,200403,57912
APP-008685,35,Salaried,Tier 1,716,108072,27494
APP-008686,46,Salaried,Tier 1,725,93135,17779
APP-008687,34,Salaried,Tier 2,720,185330,57043
APP-008688,48,Salaried,Tier 1,700,168343,42796
APP-008689,47,Salaried,Tier 2,774,80847,28474
APP-008690,27,Salaried,Tier 2,732,114552,40851
APP-008691,42,Salaried,Tier 2,748,77360,30482
APP-008692,39,Self-Employed,Tier 2,704,29668,3566
APP-008693,50,Salaried,Tier 2,742,31000,6868
APP-008694,36,Salaried,Tier 2,743,15445,3868
APP-008695,45,Salaried,Tier 2,727,66235,11269
APP-008696,49,Salaried,Tier 2,796,35239,13271
APP-008697,40,Self-Employed,Tier 3,736,45016,5691
APP-008698,51,Salaried,Tier 2,740,51024,11661
APP-008699,50,Salaried,Tier 1,722,123438,19201
APP-008700,29,Salaried,Tier 2,735,58850,17928
APP-008701,34,Self-Employed,Tier 2,662,51974,16189
APP-008702,35,Self-Employed,Tier 3,706,49449,17888
APP-008703,25,Salaried,Tier 2,685,27611,6148
APP-008704,52,Salaried,Tier 2,766,67565,22467
APP-008705,49,Salaried,Tier 1,785,207600,54987
APP-008706,40,Salaried,Tier 2,680,68744,23626
APP-008707,36,Self-Employed,Tier 2,761,186189,23387
APP-008708,26,Salaried,Tier 3,697,45064,10771
APP-008709,53,Salaried,Tier 3,757,52765,7659
APP-008710,36,Self-Employed,Tier 2,643,59282,19984
APP-008711,26,Self-Employed,Tier 3,789,55000,8019
APP-008712,46,Salaried,Tier 2,723,107201,10979
APP-008713,35,Self-Employed,Tier 3,747,20021,7585
APP-008714,27,Salaried,Tier 3,749,47698,11704
APP-008715,29,Self-Employed,Tier 1,765,149188,59012
APP-008716,39,Self-Employed,Tier 2,770,46708,11018
APP-008717,29,Salaried,Tier 2,762,95253,26407
APP-008718,51,Self-Employed,Tier 1,736,92318,29842
APP-008719,43,Self-Employed,Tier 1,731,100918,18593
APP-008720,36,Salaried,Tier 3,690,70143,9809
APP-008721,32,Salaried,Tier 3,670,57368,17115
APP-008722,53,Self-Employed,Tier 2,652,20678,5235
APP-008723,27,Salaried,Tier 3,656,75356,26226
APP-008724,46,Salaried,Tier 3,766,44000,4994
APP-008725,52,Self-Employed,Tier 1,643,110488,29105
APP-008726,50,Self-Employed,Tier 1,729,54686,8516
APP-008727,37,Salaried,Tier 1,697,75779,21611
APP-008728,45,Salaried,Tier 1,769,88126,28916
APP-008729,35,Salaried,Tier 1,742,278797,49877
APP-008730,51,Salaried,Tier 2,746,91984,22493
APP-008731,35,Salaried,Tier 3,765,60512,13679
APP-008732,31,Self-Employed,Tier 3,633,71156,23229
APP-008733,30,Salaried,Tier 2,843,74152,20759
APP-008734,35,Salaried,Tier 3,793,30781,4192
APP-008735,33,Salaried,Tier 2,718,72297,28414
APP-008736,39,Self-Employed,Tier 3,663,63066,23567
APP-008737,40,Salaried,Tier 2,736,52282,14305
APP-008738,51,Salaried,Tier 1,747,79984,26654
APP-008739,26,Salaried,Tier 3,782,214226,22706
APP-008740,51,Salaried,Tier 2,693,22931,3679
APP-008741,35,Salaried,Tier 2,751,56062,18520
APP-008742,50,Salaried,Tier 2,678,89852,11847
APP-008743,30,Salaried,Tier 2,757,32111,3622
APP-008744,36,Salaried,Tier 3,735,72079,20521
APP-008745,50,Salaried,Tier 1,817,111124,12253
APP-008746,53,Salaried,Tier 3,678,27051,4191
APP-008747,50,Salaried,Tier 1,794,172147,21345
APP-008748,29,Salaried,Tier 2,671,146050,38014
APP-008749,49,Salaried,Tier 1,686,140082,42456
APP-008750,42,Salaried,Tier 2,672,48075,7451
APP-008751,36,Salaried,Tier 1,750,71596,17227
APP-008752,32,Salaried,Tier 2,693,60001,6363
APP-008753,47,Salaried,Tier 1,686,121256,21753
APP-008754,25,Salaried,Tier 1,748,128608,19790
APP-008755,27,Self-Employed,Tier 2,765,58818,8810
APP-008756,28,Self-Employed,Tier 1,676,223149,37378
APP-008757,32,Salaried,Tier 1,733,80103,27363
APP-008758,42,Salaried,Tier 1,813,68892,26518
APP-008759,32,Salaried,Tier 2,745,67396,21015
APP-008760,26,Salaried,Tier 2,772,27398,3333
APP-008761,36,Salaried,Tier 1,745,49025,14141
APP-008762,43,Self-Employed,Tier 1,755,115517,36992
APP-008763,32,Salaried,Tier 2,761,26758,3567
APP-008764,51,Self-Employed,Tier 2,561,30989,5835
APP-008765,33,Salaried,Tier 3,736,126242,28848
APP-008766,52,Self-Employed,Tier 2,802,28312,5470
APP-008767,45,Self-Employed,Tier 2,740,56876,14531
APP-008768,44,Salaried,Tier 2,675,45441,6328
APP-008769,39,Salaried,Tier 2,776,122499,28594
APP-008770,43,Salaried,Tier 3,713,69664,22291
APP-008771,39,Salaried,Tier 2,715,88931,21190
APP-008772,54,Salaried,Tier 2,746,61564,10042
APP-008773,43,Salaried,Tier 2,724,162366,55307
APP-008774,33,Salaried,Tier 2,756,41275,9011
APP-008775,44,Self-Employed,Tier 2,690,71095,16176
APP-008776,42,Salaried,Tier 2,747,112255,23269
APP-008777,40,Self-Employed,Tier 1,710,50533,9445
APP-008778,37,Salaried,Tier 2,747,52365,14692
APP-008779,52,Self-Employed,Tier 3,870,21751,3400
APP-008780,54,Salaried,Tier 3,717,49411,16343
APP-008781,39,Salaried,Tier 2,776,143171,35006
APP-008782,53,Self-Employed,Tier 1,756,63074,23026
APP-008783,44,Salaried,Tier 1,769,91431,34896
APP-008784,43,Self-Employed,Tier 2,702,51351,11034
APP-008785,54,Salaried,Tier 3,738,57749,8526
APP-008786,39,Salaried,Tier 2,753,115389,29029
APP-008787,29,Salaried,Tier 1,788,173352,31400
APP-008788,28,Self-Employed,Tier 3,666,166203,37887
APP-008789,42,Salaried,Tier 3,759,97551,20801
APP-008790,38,Self-Employed,Tier 2,669,63934,15033
APP-008791,51,Self-Employed,Tier 2,622,57120,14255
APP-008792,34,Salaried,Tier 2,765,70677,20371
APP-008793,25,Salaried,Tier 2,743,32318,3268
APP-008794,41,Self-Employed,Tier 3,775,35283,6242
APP-008795,25,Salaried,Tier 1,779,101076,15270
APP-008796,43,Salaried,Tier 2,715,94824,29692
APP-008797,39,Salaried,Tier 2,668,30899,10805
APP-008798,26,Salaried,Tier 3,742,92019,29236
APP-008799,28,Salaried,Tier 3,787,54838,21518
APP-008800,27,Salaried,Tier 3,803,39513,4866
APP-008801,47,Self-Employed,Tier 2,766,51159,12248
APP-008802,32,Salaried,Tier 3,741,93352,34522
APP-008803,52,Salaried,Tier 2,760,81177,15888
APP-008804,35,Self-Employed,Tier 2,732,69470,23668
APP-008805,45,Self-Employed,Tier 1,699,74333,19960
APP-008806,30,Self-Employed,Tier 3,685,33844,13319
APP-008807,54,Salaried,Tier 3,780,78701,16630
APP-008808,47,Self-Employed,Tier 1,632,100970,22733
APP-008809,33,Salaried,Tier 1,772,55947,8344
APP-008810,41,Salaried,Tier 3,731,49512,7322
APP-008811,39,Salaried,Tier 2,817,182241,65297
APP-008812,37,Salaried,Tier 3,759,55237,12273
APP-008813,39,Self-Employed,Tier 1,657,44516,12737
APP-008814,42,Salaried,Tier 1,709,93806,30550
APP-008815,41,Self-Employed,Tier 2,674,31918,7388
APP-008816,33,Self-Employed,Tier 1,671,123825,47813
APP-008817,26,Salaried,Tier 1,708,219971,83908
APP-008818,42,Salaried,Tier 1,728,148434,45129
APP-008819,45,Salaried,Tier 1,733,39903,15903
APP-008820,33,Salaried,Tier 1,742,53210,5363
APP-008821,53,Salaried,Tier 3,669,57160,5874
APP-008822,43,Self-Employed,Tier 1,710,78662,9459
APP-008823,34,Salaried,Tier 2,724,31525,12075
APP-008824,38,Salaried,Tier 3,739,23994,6753
APP-008825,48,Self-Employed,Tier 2,671,28230,10679
APP-008826,50,Salaried,Tier 2,822,111371,15383
APP-008827,25,Self-Employed,Tier 2,722,50869,5574
APP-008828,54,Salaried,Tier 3,690,88626,23307
APP-008829,52,Salaried,Tier 3,726,52613,8026
APP-008830,53,Salaried,Tier 2,763,27205,9738
APP-008831,50,Salaried,Tier 3,759,92321,20875
APP-008832,42,Salaried,Tier 2,779,38388,12711
APP-008833,48,Self-Employed,Tier 1,669,68856,17553
APP-008834,25,Salaried,Tier 3,725,95011,24569
APP-008835,33,Self-Employed,Tier 2,695,58562,17835
APP-008836,44,Salaried,Tier 3,742,75890,15226
APP-008837,40,Salaried,Tier 1,699,101838,39172
APP-008838,43,Salaried,Tier 2,799,258464,56893
APP-008839,27,Self-Employed,Tier 3,653,74612,16370
APP-008840,25,Salaried,Tier 1,600,174716,54550
APP-008841,32,Salaried,Tier 3,770,95523,27785
APP-008842,44,Self-Employed,Tier 3,698,55849,22268
APP-008843,41,Salaried,Tier 3,756,62247,22101
APP-008844,51,Self-Employed,Tier 2,701,102999,19093
APP-008845,29,Salaried,Tier 2,737,49818,6499
APP-008846,34,Self-Employed,Tier 3,654,72807,9609
APP-008847,32,Self-Employed,Tier 2,732,75651,15771
APP-008848,48,Self-Employed,Tier 2,671,41470,10083
APP-008849,50,Salaried,Tier 3,698,74749,21762
APP-008850,36,Salaried,Tier 2,752,25663,9169
APP-008851,40,Self-Employed,Tier 3,654,94748,37601
APP-008852,43,Salaried,Tier 1,755,74047,16483
APP-008853,54,Salaried,Tier 1,789,61184,16132
APP-008854,52,Self-Employed,Tier 2,641,126582,35471
APP-008855,28,Salaried,Tier 2,757,40900,10943
APP-008856,52,Salaried,Tier 2,754,53504,6800
APP-008857,34,Salaried,Tier 1,764,212028,28520
APP-008858,28,Salaried,Tier 3,724,63857,23411
APP-008859,40,Salaried,Tier 2,687,48115,14563
APP-008860,27,Salaried,Tier 2,778,37927,11515
APP-008861,46,Salaried,Tier 1,786,99615,34310
APP-008862,43,Self-Employed,Tier 2,724,39476,4944
APP-008863,46,Self-Employed,Tier 1,728,100267,22524
APP-008864,45,Salaried,Tier 1,677,124823,21719
APP-008865,54,Salaried,Tier 2,743,66271,19764
APP-008866,51,Self-Employed,Tier 1,648,245083,40311
APP-008867,26,Salaried,Tier 1,680,54406,16737
APP-008868,32,Salaried,Tier 2,739,16119,3487
APP-008869,35,Salaried,Tier 1,709,93715,21725
APP-008870,47,Salaried,Tier 2,753,64505,22280
APP-008871,31,Self-Employed,Tier 1,631,103706,21202
APP-008872,30,Salaried,Tier 2,715,95822,16958
APP-008873,33,Self-Employed,Tier 2,866,44125,15667
APP-008874,28,Salaried,Tier 1,705,194523,59450
APP-008875,38,Self-Employed,Tier 3,665,29967,6627
APP-008876,45,Salaried,Tier 3,690,38037,9492
APP-008877,49,Salaried,Tier 1,726,59115,12080
APP-008878,39,Salaried,Tier 3,694,77066,20450
APP-008879,43,Salaried,Tier 1,733,155350,21998
APP-008880,43,Salaried,Tier 1,749,120554,44186
APP-008881,54,Salaried,Tier 1,706,90854,24186
APP-008882,40,Salaried,Tier 2,757,136880,29508
APP-008883,36,Salaried,Tier 2,685,99697,27065
APP-008884,52,Salaried,Tier 2,695,87211,12938
APP-008885,48,Self-Employed,Tier 3,712,24043,2970
APP-008886,34,Self-Employed,Tier 2,776,159348,42137
APP-008887,30,Self-Employed,Tier 2,570,57183,6927
APP-008888,53,Self-Employed,Tier 2,727,65280,19470
APP-008889,42,Salaried,Tier 3,724,74890,25468
APP-008890,43,Salaried,Tier 1,734,62955,24962
APP-008891,32,Salaried,Tier 2,698,54940,18172
APP-008892,39,Self-Employed,Tier 2,551,64377,25251
APP-008893,54,Self-Employed,Tier 2,662,82309,8778
APP-008894,29,Salaried,Tier 2,708,91527,24497
APP-008895,37,Salaried,Tier 2,789,110182,16463
APP-008896,38,Salaried,Tier 2,681,34586,6002
APP-008897,39,Salaried,Tier 2,759,45571,14599
APP-008898,26,Salaried,Tier 2,699,91718,16128
APP-008899,43,Salaried,Tier 1,707,45048,6934
APP-008900,51,Self-Employed,Tier 2,772,64912,13732
APP-008901,26,Salaried,Tier 2,712,40417,5051
APP-008902,29,Self-Employed,Tier 2,658,78872,11353
APP-008903,29,Self-Employed,Tier 3,809,39240,5648
APP-008904,49,Self-Employed,Tier 2,637,50021,8394
APP-008905,46,Salaried,Tier 1,715,89312,32260
APP-008906,26,Salaried,Tier 2,742,67722,12770
APP-008907,51,Salaried,Tier 3,731,96679,17611
APP-008908,41,Salaried,Tier 2,748,100305,13821
APP-008909,31,Salaried,Tier 2,715,66334,6953
APP-008910,47,Self-Employed,Tier 1,741,213548,31629
APP-008911,34,Self-Employed,Tier 2,636,217467,68913
APP-008912,46,Self-Employed,Tier 2,660,57377,22431
APP-008913,39,Self-Employed,Tier 3,738,68655,22185
APP-008914,53,Salaried,Tier 2,787,67584,24057
APP-008915,52,Salaried,Tier 2,764,71461,24012
APP-008916,42,Salaried,Tier 2,742,39201,7401
APP-008917,53,Salaried,Tier 2,620,74554,23810
APP-008918,54,Self-Employed,Tier 3,682,148858,48405
APP-008919,32,Salaried,Tier 2,724,21925,3893
APP-008920,28,Salaried,Tier 3,730,60849,22891
APP-008921,35,Salaried,Tier 2,664,34173,13648
APP-008922,31,Salaried,Tier 1,759,94302,25309
APP-008923,40,Salaried,Tier 2,682,105933,20654
APP-008924,48,Self-Employed,Tier 1,735,128962,26731
APP-008925,47,Salaried,Tier 1,776,66323,18221
APP-008926,52,Salaried,Tier 2,721,38542,3944
APP-008927,27,Salaried,Tier 2,788,18418,3545
APP-008928,48,Salaried,Tier 2,710,52307,5999
APP-008929,44,Salaried,Tier 1,764,158043,45398
APP-008930,39,Self-Employed,Tier 2,805,61176,17203
APP-008931,48,Salaried,Tier 2,781,11622,3222
APP-008932,45,Salaried,Tier 3,775,25268,3671
APP-008933,33,Salaried,Tier 2,758,28522,10934
APP-008934,43,Self-Employed,Tier 2,689,62414,16244
APP-008935,38,Salaried,Tier 1,683,118879,31711
APP-008936,26,Salaried,Tier 2,724,33480,8814
APP-008937,44,Salaried,Tier 2,784,52159,13421
APP-008938,42,Self-Employed,Tier 3,579,44826,17102
APP-008939,35,Salaried,Tier 1,677,68022,19087
APP-008940,35,Salaried,Tier 2,695,49394,12128
APP-008941,52,Salaried,Tier 2,790,48362,15956
APP-008942,42,Salaried,Tier 1,759,94594,16595
APP-008943,25,Self-Employed,Tier 2,691,23144,3647
APP-008944,32,Self-Employed,Tier 3,649,82722,19171
APP-008945,25,Salaried,Tier 2,714,52406,5487
APP-008946,48,Self-Employed,Tier 3,717,49306,9272
APP-008947,33,Self-Employed,Tier 1,682,54526,12324
APP-008948,46,Self-Employed,Tier 2,825,27203,7443
APP-008949,31,Salaried,Tier 2,676,145115,38159
APP-008950,46,Salaried,Tier 2,732,24093,5064
APP-008951,41,Salaried,Tier 3,792,145535,29540
APP-008952,41,Self-Employed,Tier 1,765,68015,6828
APP-008953,36,Salaried,Tier 3,734,49357,17982
APP-008954,25,Salaried,Tier 2,734,83748,14185
APP-008955,27,Salaried,Tier 1,693,141546,29356
APP-008956,39,Salaried,Tier 3,729,95406,10120
APP-008957,54,Salaried,Tier 2,749,69839,27031
APP-008958,47,Self-Employed,Tier 3,683,85509,21238
APP-008959,51,Salaried,Tier 2,715,100715,10774
APP-008960,32,Self-Employed,Tier 3,696,54876,9622
APP-008961,36,Salaried,Tier 2,702,96983,35280
APP-008962,41,Salaried,Tier 1,749,123389,26246
APP-008963,30,Salaried,Tier 2,771,116655,35792
APP-008964,52,Salaried,Tier 1,765,68701,19521
APP-008965,48,Salaried,Tier 2,693,118521,28632
APP-008966,36,Self-Employed,Tier 1,713,119066,41669
APP-008967,45,Salaried,Tier 1,712,52483,5883
APP-008968,35,Self-Employed,Tier 1,657,103506,38682
APP-008969,26,Salaried,Tier 2,733,50719,15997
APP-008970,44,Salaried,Tier 2,679,68273,24517
APP-008971,40,Salaried,Tier 2,731,60353,6341
APP-008972,44,Salaried,Tier 1,758,85490,10723
APP-008973,28,Salaried,Tier 2,749,32849,5313
APP-008974,54,Salaried,Tier 2,719,141807,39432
APP-008975,48,Salaried,Tier 2,716,117319,14984
APP-008976,46,Salaried,Tier 3,700,95567,36264
APP-008977,33,Salaried,Tier 2,724,112710,36583
APP-008978,50,Self-Employed,Tier 2,724,27546,9428
APP-008979,41,Salaried,Tier 1,778,98584,27125
APP-008980,41,Salaried,Tier 1,703,94363,27297
APP-008981,26,Self-Employed,Tier 3,755,97119,16152
APP-008982,45,Salaried,Tier 3,742,91440,34108
APP-008983,35,Salaried,Tier 1,777,36118,10643
APP-008984,30,Salaried,Tier 2,783,73294,16514
APP-008985,51,Salaried,Tier 2,767,108680,39614
APP-008986,43,Self-Employed,Tier 2,693,43840,15744
APP-008987,41,Salaried,Tier 3,698,71929,7204
APP-008988,47,Self-Employed,Tier 1,743,133698,50464
APP-008989,40,Self-Employed,Tier 2,784,55489,11598
APP-008990,41,Salaried,Tier 1,770,184022,41707
APP-008991,47,Salaried,Tier 2,742,38743,4865
APP-008992,49,Salaried,Tier 1,774,156296,56778
APP-008993,39,Salaried,Tier 3,780,48456,12683
APP-008994,37,Salaried,Tier 2,710,50678,18837
APP-008995,41,Salaried,Tier 3,741,33106,11065
APP-008996,32,Salaried,Tier 1,739,175084,64675
APP-008997,50,Salaried,Tier 1,726,140634,54070
APP-008998,33,Self-Employed,Tier 1,687,109342,39994
APP-008999,32,Salaried,Tier 2,787,114588,18672
APP-009000,41,Self-Employed,Tier 3,619,110885,13420
APP-009001,44,Self-Employed,Tier 2,707,44644,12771
APP-009002,38,Salaried,Tier 1,707,51588,7558
APP-009003,50,Self-Employed,Tier 1,719,236030,84718
APP-009004,44,Salaried,Tier 1,699,162647,62494
APP-009005,36,Salaried,Tier 2,758,63314,8634
APP-009006,25,Salaried,Tier 2,759,77209,13183
APP-009007,37,Salaried,Tier 2,723,134146,38576
APP-009008,31,Salaried,Tier 2,752,55190,17527
APP-009009,47,Salaried,Tier 1,747,135723,34432
APP-009010,40,Salaried,Tier 1,738,186255,39245
APP-009011,50,Salaried,Tier 2,740,146792,28155
APP-009012,49,Salaried,Tier 2,742,117143,35118
APP-009013,48,Salaried,Tier 2,745,72572,23467
APP-009014,27,Salaried,Tier 1,742,94073,17558
APP-009015,35,Salaried,Tier 1,695,53643,10610
APP-009016,53,Salaried,Tier 1,733,90580,21559
APP-009017,42,Salaried,Tier 1,750,71156,16726
APP-009018,34,Self-Employed,Tier 1,705,98676,34812
APP-009019,52,Salaried,Tier 2,778,62926,14540
APP-009020,40,Self-Employed,Tier 1,749,96955,38154
APP-009021,43,Salaried,Tier 1,705,133420,25788
APP-009022,32,Self-Employed,Tier 3,649,46448,14298
APP-009023,30,Salaried,Tier 2,727,70859,23219
APP-009024,51,Salaried,Tier 3,739,46419,13420
APP-009025,27,Salaried,Tier 2,739,44684,9388
APP-009026,26,Salaried,Tier 2,764,56422,9999
APP-009027,41,Salaried,Tier 1,747,117923,33169
APP-009028,48,Salaried,Tier 2,789,110507,32885
APP-009029,27,Self-Employed,Tier 1,710,183402,32514
APP-009030,27,Salaried,Tier 1,706,97437,19579
APP-009031,45,Salaried,Tier 3,721,145266,52095
APP-009032,52,Self-Employed,Tier 2,768,44681,15332
APP-009033,39,Salaried,Tier 3,675,85443,13255
APP-009034,29,Self-Employed,Tier 2,610,87169,33124
APP-009035,49,Salaried,Tier 2,740,68047,19625
APP-009036,45,Self-Employed,Tier 2,734,93564,23299
APP-009037,38,Salaried,Tier 2,792,62553,10024
APP-009038,47,Self-Employed,Tier 2,702,83733,26715
APP-009039,47,Self-Employed,Tier 3,535,29488,11094
APP-009040,31,Salaried,Tier 1,742,141279,16880
APP-009041,29,Salaried,Tier 2,678,85321,21861
APP-009042,38,Salaried,Tier 2,739,100128,36360
APP-009043,43,Self-Employed,Tier 1,673,105059,40527
APP-009044,35,Salaried,Tier 2,776,57474,6991
APP-009045,31,Salaried,Tier 2,738,35186,11868
APP-009046,32,Salaried,Tier 1,688,218566,40308
APP-009047,28,Salaried,Tier 1,680,93364,24503
APP-009048,30,Salaried,Tier 2,739,100482,33673
APP-009049,52,Self-Employed,Tier 2,778,94078,24793
APP-009050,29,Salaried,Tier 2,719,66928,8902
APP-009051,34,Self-Employed,Tier 1,788,93476,25907
APP-009052,42,Salaried,Tier 1,697,62798,8499
APP-009053,52,Salaried,Tier 3,779,212903,43481
APP-009054,41,Salaried,Tier 3,787,29753,7958
APP-009055,52,Salaried,Tier 2,699,32732,13008
APP-009056,38,Self-Employed,Tier 3,676,65354,20787
APP-009057,37,Self-Employed,Tier 2,745,85254,16282
APP-009058,30,Salaried,Tier 1,739,140301,50924
APP-009059,40,Salaried,Tier 1,684,58705,9853
APP-009060,34,Salaried,Tier 3,734,28008,6027
APP-009061,46,Self-Employed,Tier 2,715,53648,15778
APP-009062,31,Self-Employed,Tier 3,673,24763,5526
APP-009063,45,Self-Employed,Tier 3,706,72945,23260
APP-009064,25,Salaried,Tier 2,727,75199,22197
APP-009065,35,Salaried,Tier 1,745,43443,13040
APP-009066,30,Salaried,Tier 1,687,80565,18214
APP-009067,28,Salaried,Tier 1,709,148377,17291
APP-009068,35,Salaried,Tier 1,802,91721,33185
APP-009069,47,Salaried,Tier 2,742,58354,7131
APP-009070,26,Salaried,Tier 1,777,149575,35779
APP-009071,54,Self-Employed,Tier 1,697,171433,32672
APP-009072,33,Self-Employed,Tier 2,701,48529,9167
APP-009073,31,Salaried,Tier 2,660,66732,11210
APP-009074,38,Salaried,Tier 2,732,33683,6113
APP-009075,29,Salaried,Tier 2,805,34270,13248
APP-009076,52,Self-Employed,Tier 2,638,43938,17206
APP-009077,42,Self-Employed,Tier 3,696,93200,25283
APP-009078,41,Self-Employed,Tier 1,685,85444,21993
APP-009079,53,Self-Employed,Tier 1,646,75564,8652
APP-009080,45,Salaried,Tier 3,698,87066,29700
APP-009081,38,Salaried,Tier 2,696,140689,21267
APP-009082,40,Salaried,Tier 2,772,86516,12352
APP-009083,50,Salaried,Tier 1,760,138824,31543
APP-009084,45,Self-Employed,Tier 3,719,23349,4769
APP-009085,51,Salaried,Tier 3,760,25029,3228
APP-009086,43,Salaried,Tier 2,745,92458,13349
APP-009087,49,Salaried,Tier 1,778,172315,68529
APP-009088,35,Self-Employed,Tier 3,709,90146,28887
APP-009089,50,Salaried,Tier 2,697,47696,13334
APP-009090,25,Salaried,Tier 2,750,72694,13890
APP-009091,52,Salaried,Tier 1,673,87859,20078
APP-009092,29,Salaried,Tier 2,745,40480,11674
APP-009093,35,Salaried,Tier 1,764,153261,51385
APP-009094,44,Self-Employed,Tier 1,661,225104,86422
APP-009095,37,Salaried,Tier 2,723,42150,5766
