loan_id,applicant_id,sanction_amount,ltv_ratio,interest_rate,tenure_months,branch_code
LN-008749,APP-008749,8800000,0.73,9.25,120,BR-004
LN-008750,APP-008750,3300000,0.84,9.25,240,BR-004
LN-008751,APP-008751,3500000,0.82,9.25,240,BR-003
LN-008752,APP-008752,2800000,0.74,9.25,240,BR-001
LN-008753,APP-008753,8300000,0.71,9.25,360,BR-005
LN-008754,APP-008754,7000000,0.81,9.25,180,BR-004
LN-008755,APP-008755,3800000,0.88,8.5,240,BR-003
LN-008756,APP-008756,14200000,0.73,9.25,120,BR-001
LN-008757,APP-008757,4000000,0.61,9.25,360,BR-004
LN-008758,APP-008758,3100000,0.86,8.5,180,BR-002
LN-008759,APP-008759,4100000,0.65,9.25,180,BR-003
LN-008760,APP-008760,1500000,0.87,8.5,360,BR-003
LN-008761,APP-008761,2700000,0.85,9.25,240,BR-005
LN-008762,APP-008762,6500000,0.8,8.5,240,BR-005
LN-008763,APP-008763,1100000,0.85,8.5,180,BR-003
LN-008764,APP-008764,1200000,0.78,10.0,180,BR-004
LN-008765,APP-008765,6200000,0.86,9.25,240,BR-001
LN-008766,APP-008766,1400000,0.77,8.5,240,BR-002
LN-008767,APP-008767,3500000,0.65,9.25,240,BR-004
LN-008768,APP-008768,2300000,0.68,9.25,240,BR-002
LN-008769,APP-008769,6200000,0.84,8.5,240,BR-003
LN-008770,APP-008770,3900000,0.85,9.25,360,BR-005
LN-008771,APP-008771,5100000,0.86,9.25,360,BR-004
LN-008772,APP-008772,3100000,0.66,9.25,240,BR-002
LN-008773,APP-008773,9200000,0.87,9.25,180,BR-005
LN-008774,APP-008774,2400000,0.75,8.5,180,BR-004
LN-008775,APP-008775,3400000,0.9,9.25,240,BR-001
LN-008776,APP-008776,5300000,0.74,9.25,360,BR-002
LN-008777,APP-008777,3400000,0.68,9.25,240,BR-004
LN-008778,APP-008778,3100000,0.62,9.25,180,BR-005
LN-008779,APP-008779,1100000,0.8,8.5,240,BR-003
LN-008780,APP-008780,2800000,0.6,9.25,240,BR-001
LN-008781,APP-008781,8800000,0.85,8.5,180,BR-005
LN-008782,APP-008782,2600000,0.69,8.5,240,BR-002
LN-008783,APP-008783,6200000,0.8,8.5,180,BR-002
LN-008784,APP-008784,3200000,0.75,9.25,240,BR-004
LN-008785,APP-008785,3000000,0.8,9.25,180,BR-002
LN-008786,APP-008786,7800000,0.62,8.5,240,BR-001
LN-008787,APP-008787,7200000,0.66,8.5,180,BR-004
LN-008788,APP-008788,10400000,0.87,9.25,180,BR-004
LN-008789,APP-008789,5400000,0.73,8.5,120,BR-005
LN-008790,APP-008790,3800000,0.77,9.25,240,BR-002
LN-008791,APP-008791,3100000,0.84,10.0,240,BR-005
LN-008792,APP-008792,3100000,0.87,8.5,180,BR-001
LN-008793,APP-008793,1500000,0.66,9.25,120,BR-002
LN-008794,APP-008794,1900000,0.85,8.5,180,BR-002
LN-008795,APP-008795,6800000,0.62,8.5,180,BR-002
LN-008796,APP-008796,4000000,0.86,9.25,240,BR-004
LN-008797,APP-008797,1300000,0.87,9.25,240,BR-003
LN-008798,APP-008798,4100000,0.84,9.25,180,BR-003
LN-008799,APP-008799,3200000,0.68,8.5,180,BR-002
LN-008800,APP-008800,2000000,0.63,8.5,240,BR-001
LN-008801,APP-008801,2300000,0.75,8.5,240,BR-005
LN-008802,APP-008802,4100000,0.8,9.25,240,BR-004
LN-008803,APP-008803,4900000,0.85,8.5,180,BR-003
LN-008804,APP-008804,3700000,0.75,9.25,240,BR-005
LN-008805,APP-008805,4900000,0.76,9.25,240,BR-001
LN-008806,APP-008806,1800000,0.88,9.25,360,BR-002
LN-008807,APP-008807,4700000,0.61,8.5,240,BR-004
LN-008808,APP-008808,6400000,0.8,10.0,240,BR-001
LN-008809,APP-008809,3800000,0.73,8.5,120,BR-003
LN-008810,APP-008810,3300000,0.79,9.25,240,BR-002
LN-008811,APP-008811,11500000,0.63,8.5,180,BR-005
LN-008812,APP-008812,2900000,0.86,8.5,240,BR-002
LN-008813,APP-008813,3100000,0.69,9.25,360,BR-003
LN-008814,APP-008814,4500000,0.66,9.25,180,BR-004
LN-008815,APP-008815,1900000,0.78,9.25,240,BR-005
LN-008816,APP-008816,5400000,0.64,9.25,180,BR-001
LN-008817,APP-008817,12800000,0.7,9.25,240,BR-003
LN-008818,APP-008818,9000000,0.86,9.25,180,BR-003
LN-008819,APP-008819,1700000,0.84,9.25,240,BR-005
LN-008820,APP-008820,2600000,0.68,9.25,120,BR-002
LN-008821,APP-008821,3400000,0.73,9.25,240,BR-004
LN-008822,APP-008822,4600000,0.75,9.25,120,BR-002
LN-008823,APP-008823,1900000,0.77,9.25,360,BR-005
LN-008824,APP-008824,1000000,0.69,9.25,120,BR-005
LN-008825,APP-008825,1600000,0.76,9.25,240,BR-003
LN-008826,APP-008826,7600000,0.83,8.5,240,BR-004
LN-008827,APP-008827,3500000,0.81,9.25,240,BR-003
LN-008828,APP-008828,3900000,0.89,9.25,180,BR-003
LN-008829,APP-008829,3500000,0.67,9.25,180,BR-003
LN-008830,APP-008830,1600000,0.8,8.5,120,BR-001
LN-008831,APP-008831,5800000,0.88,8.5,180,BR-003
LN-008832,APP-008832,1700000,0.63,8.5,240,BR-004
LN-008833,APP-008833,4300000,0.77,9.25,360,BR-002
LN-008834,APP-008834,4000000,0.9,9.25,180,BR-005
LN-008835,APP-008835,3500000,0.62,9.25,180,BR-003
LN-008836,APP-008836,4600000,0.71,9.25,240,BR-005
LN-008837,APP-008837,6100000,0.63,9.25,120,BR-003
LN-008838,APP-008838,10800000,0.78,8.5,240,BR-001
LN-008839,APP-008839,3800000,0.86,9.25,180,BR-001
LN-008840,APP-008840,10900000,0.77,10.0,240,BR-003
LN-008841,APP-008841,6100000,0.66,8.5,240,BR-005
LN-008842,APP-008842,2900000,0.76,9.25,240,BR-003
LN-008843,APP-008843,2800000,0.71,8.5,240,BR-002
LN-008844,APP-008844,5700000,0.85,9.25,240,BR-003
LN-008845,APP-008845,3000000,0.64,9.25,180,BR-005
LN-008846,APP-008846,4900000,0.87,9.25,240,BR-003
LN-008847,APP-008847,4600000,0.84,9.25,240,BR-005
LN-008848,APP-008848,2700000,0.6,9.25,180,BR-003
LN-008849,APP-008849,3600000,0.68,9.25,240,BR-003
LN-008850,APP-008850,1700000,0.87,8.5,240,BR-001
LN-008851,APP-008851,5500000,0.86,9.25,240,BR-004
LN-008852,APP-008852,4200000,0.75,8.5,240,BR-003
LN-008853,APP-008853,2900000,0.76,8.5,120,BR-005
LN-008854,APP-008854,5800000,0.72,10.0,240,BR-004
LN-008855,APP-008855,2300000,0.84,8.5,120,BR-004
LN-008856,APP-008856,3600000,0.62,8.5,120,BR-002
LN-008857,APP-008857,10000000,0.79,8.5,180,BR-002
LN-008858,APP-008858,3100000,0.63,9.25,240,BR-003
LN-008859,APP-008859,3300000,0.73,9.25,240,BR-005
LN-008860,APP-008860,1500000,0.71,8.5,180,BR-003
LN-008861,APP-008861,5400000,0.72,8.5,240,BR-005
LN-008862,APP-008862,2200000,0.77,9.25,180,BR-004
LN-008863,APP-008863,6000000,0.64,9.25,240,BR-001
LN-008864,APP-008864,5700000,0.67,9.25,180,BR-003
LN-008865,APP-008865,3800000,0.63,9.25,240,BR-004
LN-008866,APP-008866,10600000,0.9,10.0,360,BR-003
LN-008867,APP-008867,2600000,0.62,9.25,360,BR-005
LN-008868,APP-008868,700000,0.8,9.25,240,BR-003
LN-008869,APP-008869,5000000,0.89,9.25,240,BR-001
LN-008870,APP-008870,2900000,0.87,8.5,240,BR-003
LN-008871,APP-008871,4400000,0.8,10.0,240,BR-004
LN-008872,APP-008872,4800000,0.66,9.25,180,BR-004
LN-008873,APP-008873,1900000,0.89,8.5,240,BR-004
LN-008874,APP-008874,11700000,0.73,9.25,180,BR-001
LN-008875,APP-008875,1400000,0.71,9.25,120,BR-001
LN-008876,APP-008876,2300000,0.64,9.25,180,BR-001
LN-008877,APP-008877,3900000,0.65,9.25,180,BR-002
LN-008878,APP-008878,4800000,0.82,9.25,240,BR-004
LN-008879,APP-008879,9800000,0.66,9.25,180,BR-004
LN-008880,APP-008880,7200000,0.65,9.25,180,BR-001
LN-008881,APP-008881,4700000,0.7,9.25,120,BR-002
LN-008882,APP-008882,6900000,0.87,8.5,240,BR-002
LN-008883,APP-008883,5700000,0.78,9.25,240,BR-001
LN-008884,APP-008884,4100000,0.83,9.25,240,BR-002
LN-008885,APP-008885,1200000,0.82,9.25,240,BR-001
LN-008886,APP-008886,7100000,0.88,8.5,240,BR-004
LN-008887,APP-008887,3600000,0.9,10.0,120,BR-003
LN-008888,APP-008888,4100000,0.64,9.25,240,BR-004
LN-008889,APP-008889,4100000,0.66,9.25,240,BR-004
LN-008890,APP-008890,3200000,0.81,9.25,240,BR-005
LN-008891,APP-008891,3300000,0.66,9.25,240,BR-004
LN-008892,APP-008892,2700000,0.9,10.0,180,BR-005
LN-008893,APP-008893,3400000,0.86,9.25,240,BR-002
LN-008894,APP-008894,5600000,0.72,9.25,240,BR-001
LN-008895,APP-008895,6200000,0.71,8.5,120,BR-002
LN-008896,APP-008896,2100000,0.64,9.25,240,BR-002
LN-008897,APP-008897,2200000,0.88,8.5,240,BR-003
LN-008898,APP-008898,4000000,0.75,9.25,180,BR-001
LN-008899,APP-008899,2400000,0.81,9.25,360,BR-003
LN-008900,APP-008900,3400000,0.65,8.5,240,BR-003
LN-008901,APP-008901,2500000,0.76,9.25,180,BR-003
LN-008902,APP-008902,3400000,0.83,9.25,180,BR-004
LN-008903,APP-008903,2700000,0.78,8.5,360,BR-002
LN-008904,APP-008904,2100000,0.81,10.0,240,BR-001
LN-008905,APP-008905,4400000,0.78,9.25,240,BR-004
LN-008906,APP-008906,4100000,0.9,9.25,360,BR-003
LN-008907,APP-008907,5900000,0.8,9.25,120,BR-003
LN-008908,APP-008908,5700000,0.75,9.25,120,BR-003
LN-008909,APP-008909,2800000,0.86,9.25,240,BR-003
LN-008910,APP-008910,14000000,0.74,9.25,360,BR-005
LN-008911,APP-008911,12800000,0.84,10.0,240,BR-005
LN-008912,APP-008912,3600000,0.77,9.25,360,BR-003
LN-008913,APP-008913,3500000,0.7,9.25,180,BR-005
LN-008914,APP-008914,3200000,0.62,8.5,240,BR-001
LN-008915,APP-008915,4400000,0.71,8.5,180,BR-003
LN-008916,APP-008916,2500000,0.82,9.25,240,BR-005
LN-008917,APP-008917,4800000,0.85,10.0,240,BR-005
LN-008918,APP-008918,9200000,0.86,9.25,180,BR-002
LN-008919,APP-008919,1000000,0.65,9.25,240,BR-002
LN-008920,APP-008920,2800000,0.67,9.25,180,BR-001
LN-008921,APP-008921,1900000,0.79,9.25,180,BR-003
LN-008922,APP-008922,5200000,0.85,8.5,180,BR-002
LN-008923,APP-008923,5800000,0.81,9.25,180,BR-003
LN-008924,APP-008924,8400000,0.73,9.25,240,BR-002
LN-008925,APP-008925,2900000,0.86,8.5,120,BR-003
LN-008926,APP-008926,2500000,0.8,9.25,120,BR-005
LN-008927,APP-008927,700000,0.85,8.5,240,BR-005
LN-008928,APP-008928,2600000,0.87,9.25,240,BR-001
LN-008929,APP-008929,7300000,0.76,8.5,240,BR-004
LN-008930,APP-008930,3400000,0.78,8.5,240,BR-005
LN-008931,APP-008931,600000,0.8,8.5,240,BR-002
LN-008932,APP-008932,1400000,0.89,8.5,180,BR-003
LN-008933,APP-008933,1400000,0.84,8.5,240,BR-003
LN-008934,APP-008934,3500000,0.61,9.25,180,BR-001
LN-008935,APP-008935,7300000,0.73,9.25,240,BR-005
LN-008936,APP-008936,1700000,0.86,9.25,240,BR-004
LN-008937,APP-008937,3500000,0.61,8.5,180,BR-004
LN-008938,APP-008938,1900000,0.89,10.0,120,BR-004
LN-008939,APP-008939,4700000,0.88,9.25,180,BR-004
LN-008940,APP-008940,3100000,0.69,9.25,240,BR-005
LN-008941,APP-008941,2800000,0.82,8.5,240,BR-005
LN-008942,APP-008942,4400000,0.69,8.5,180,BR-004
LN-008943,APP-008943,1400000,0.79,9.25,240,BR-003
LN-008944,APP-008944,5300000,0.9,10.0,120,BR-003
LN-008945,APP-008945,2500000,0.71,9.25,180,BR-003
LN-008946,APP-008946,2000000,0.89,9.25,240,BR-002
LN-008947,APP-008947,2900000,0.71,9.25,180,BR-005
LN-008948,APP-008948,1300000,0.72,8.5,120,BR-003
LN-008949,APP-008949,7100000,0.83,9.25,240,BR-005
LN-008950,APP-008950,1500000,0.71,9.25,180,BR-004
LN-008951,APP-008951,6500000,0.7,8.5,240,BR-005
LN-008952,APP-008952,4000000,0.66,8.5,240,BR-004
LN-008953,APP-008953,2100000,0.63,9.25,240,BR-001
LN-008954,APP-008954,5700000,0.85,9.25,180,BR-005
LN-008955,APP-008955,8200000,0.74,9.25,240,BR-002
LN-008956,APP-008956,6500000,0.8,9.25,240,BR-005
LN-008957,APP-008957,4600000,0.74,9.25,180,BR-005
LN-008958,APP-008958,5700000,0.71,9.25,240,BR-003
LN-008959,APP-008959,4400000,0.72,9.25,180,BR-001
LN-008960,APP-008960,3300000,0.62,9.25,240,BR-003
LN-008961,APP-008961,5000000,0.8,9.25,240,BR-004
LN-008962,APP-008962,6600000,0.75,9.25,180,BR-001
LN-008963,APP-008963,5600000,0.62,8.5,180,BR-001
LN-008964,APP-008964,3000000,0.79,8.5,120,BR-001
LN-008965,APP-008965,5800000,0.66,9.25,180,BR-005
LN-008966,APP-008966,6700000,0.64,9.25,180,BR-003
LN-008967,APP-008967,2700000,0.89,9.25,180,BR-004
LN-008968,APP-008968,6300000,0.62,9.25,240,BR-005
LN-008969,APP-008969,3300000,0.82,9.25,120,BR-002
LN-008970,APP-008970,3200000,0.81,9.25,240,BR-002
LN-008971,APP-008971,2500000,0.76,9.25,180,BR-002
LN-008972,APP-008972,6000000,0.63,8.5,240,BR-003
LN-008973,APP-008973,2200000,0.69,9.25,180,BR-005
LN-008974,APP-008974,6800000,0.65,9.25,360,BR-001
LN-008975,APP-008975,5300000,0.9,9.25,240,BR-005
LN-008976,APP-008976,6500000,0.63,9.25,180,BR-005
LN-008977,APP-008977,5300000,0.6,9.25,240,BR-001
LN-008978,APP-008978,1300000,0.67,9.25,180,BR-002
LN-008979,APP-008979,4300000,0.84,8.5,360,BR-001
LN-008980,APP-008980,4600000,0.85,9.25,240,BR-002
LN-008981,APP-008981,6300000,0.81,8.5,120,BR-005
LN-008982,APP-008982,5200000,0.73,9.25,180,BR-002
LN-008983,APP-008983,1500000,0.84,8.5,240,BR-001
LN-008984,APP-008984,5100000,0.8,8.5,180,BR-004
LN-008985,APP-008985,6100000,0.9,8.5,240,BR-002
LN-008986,APP-008986,2300000,0.73,9.25,240,BR-003
LN-008987,APP-008987,4600000,0.66,9.25,240,BR-005
LN-008988,APP-008988,7600000,0.62,9.25,240,BR-001
LN-008989,APP-008989,3700000,0.79,8.5,360,BR-001
LN-008990,APP-008990,11200000,0.88,8.5,360,BR-004
LN-008991,APP-008991,2300000,0.84,9.25,180,BR-002
LN-008992,APP-008992,7800000,0.82,8.5,240,BR-005
LN-008993,APP-008993,3400000,0.76,8.5,360,BR-005
LN-008994,APP-008994,3000000,0.65,9.25,240,BR-002
LN-008995,APP-008995,1800000,0.68,9.25,120,BR-005
LN-008996,APP-008996,7800000,0.68,9.25,180,BR-003
LN-008997,APP-008997,8000000,0.8,9.25,180,BR-002
LN-008998,APP-008998,6600000,0.86,9.25,240,BR-003
LN-008999,APP-008999,5900000,0.64,8.5,180,BR-003
LN-009000,APP-009000,4700000,0.71,10.0,180,BR-001
LN-009001,APP-009001,2900000,0.75,9.25,180,BR-005
LN-009002,APP-009002,3100000,0.87,9.25,180,BR-005
LN-009003,APP-009003,14300000,0.89,9.25,240,BR-004
LN-009004,APP-009004,7700000,0.74,9.25,240,BR-005
LN-009005,APP-009005,2800000,0.67,8.5,120,BR-002
LN-009006,APP-009006,4100000,0.83,8.5,360,BR-003
LN-009007,APP-009007,6300000,0.65,9.25,120,BR-002
LN-009008,APP-009008,3500000,0.85,8.5,360,BR-005
LN-009009,APP-009009,7600000,0.86,9.25,180,BR-002
LN-009010,APP-009010,8200000,0.69,9.25,240,BR-005
LN-009011,APP-009011,6700000,0.66,9.25,240,BR-004
LN-009012,APP-009012,7800000,0.63,9.25,240,BR-004
LN-009013,APP-009013,4300000,0.78,9.25,240,BR-005
LN-009014,APP-009014,4900000,0.89,9.25,240,BR-002
LN-009015,APP-009015,3300000,0.73,9.25,240,BR-003
LN-009016,APP-009016,5800000,0.68,9.25,240,BR-005
LN-009017,APP-009017,3100000,0.85,9.25,180,BR-004
LN-009018,APP-009018,6400000,0.81,9.25,240,BR-001
LN-009019,APP-009019,4300000,0.62,8.5,180,BR-005
LN-009020,APP-009020,4100000,0.68,9.25,180,BR-001
LN-009021,APP-009021,6600000,0.71,9.25,360,BR-001
LN-009022,APP-009022,2100000,0.76,10.0,240,BR-003
LN-009023,APP-009023,3700000,0.86,9.25,240,BR-004
LN-009024,APP-009024,2200000,0.66,9.25,180,BR-005
LN-009025,APP-009025,2300000,0.84,9.25,240,BR-001
LN-009026,APP-009026,2700000,0.82,8.5,240,BR-004
LN-009027,APP-009027,4700000,0.6,9.25,240,BR-004
LN-009028,APP-009028,4500000,0.68,8.5,180,BR-004
LN-009029,APP-009029,10200000,0.75,9.25,360,BR-004
LN-009030,APP-009030,5400000,0.67,9.25,180,BR-004
LN-009031,APP-009031,6000000,0.85,9.25,240,BR-004
LN-009032,APP-009032,2700000,0.64,8.5,180,BR-002
LN-009033,APP-009033,3500000,0.65,9.25,180,BR-002
LN-009034,APP-009034,4800000,0.88,10.0,240,BR-004
LN-009035,APP-009035,3500000,0.61,9.25,180,BR-002
LN-009036,APP-009036,6200000,0.9,9.25,180,BR-005
LN-009037,APP-009037,3600000,0.76,8.5,240,BR-003
LN-009038,APP-009038,5400000,0.8,9.25,180,BR-002
LN-009039,APP-009039,2100000,0.78,10.0,240,BR-002
LN-009040,APP-009040,6400000,0.89,9.25,240,BR-001
LN-009041,APP-009041,3600000,0.7,9.25,240,BR-003
LN-009042,APP-009042,6300000,0.64,9.25,180,BR-004
LN-009043,APP-009043,6200000,0.74,9.25,120,BR-004
LN-009044,APP-009044,3400000,0.64,8.5,240,BR-004
LN-009045,APP-009045,1700000,0.89,9.25,240,BR-005
LN-009046,APP-009046,9400000,0.75,9.25,360,BR-001
LN-009047,APP-009047,5800000,0.78,9.25,240,BR-003
LN-009048,APP-009048,5700000,0.75,9.25,240,BR-002
LN-009049,APP-009049,5200000,0.67,8.5,240,BR-001
LN-009050,APP-009050,4200000,0.65,9.25,360,BR-002
LN-009051,APP-009051,6500000,0.89,8.5,240,BR-005
LN-009052,APP-009052,3900000,0.7,9.25,240,BR-001
LN-009053,APP-009053,14500000,0.62,8.5,180,BR-001
LN-009054,APP-009054,1500000,0.75,8.5,180,BR-002
LN-009055,APP-009055,2200000,0.67,9.25,180,BR-001
LN-009056,APP-009056,4000000,0.81,9.25,120,BR-003
LN-009057,APP-009057,4400000,0.71,9.25,180,BR-002
LN-009058,APP-009058,7800000,0.88,9.25,180,BR-004
LN-009059,APP-009059,2700000,0.73,9.25,120,BR-005
LN-009060,APP-009060,1200000,0.8,9.25,120,BR-002
LN-009061,APP-009061,2900000,0.85,9.25,240,BR-004
LN-009062,APP-009062,1700000,0.86,9.25,180,BR-002
LN-009063,APP-009063,4800000,0.77,9.25,180,BR-005
LN-009064,APP-009064,3000000,0.84,9.25,360,BR-004
LN-009065,APP-009065,3000000,0.67,9.25,180,BR-002
LN-009066,APP-009066,4400000,0.78,9.25,120,BR-002
LN-009067,APP-009067,6700000,0.61,9.25,240,BR-003
LN-009068,APP-009068,6200000,0.7,8.5,180,BR-005
LN-009069,APP-009069,4000000,0.7,9.25,240,BR-003
LN-009070,APP-009070,9800000,0.86,8.5,240,BR-003
LN-009071,APP-009071,10100000,0.74,9.25,240,BR-004
LN-009072,APP-009072,2300000,0.82,9.25,240,BR-005
LN-009073,APP-009073,3200000,0.74,9.25,240,BR-005
LN-009074,APP-009074,2300000,0.69,9.25,240,BR-003
LN-009075,APP-009075,1700000,0.88,8.5,240,BR-001
LN-009076,APP-009076,2300000,0.89,10.0,180,BR-004
LN-009077,APP-009077,5800000,0.79,9.25,180,BR-003
LN-009078,APP-009078,5500000,0.75,9.25,240,BR-005
LN-009079,APP-009079,4000000,0.76,10.0,360,BR-003
LN-009080,APP-009080,4500000,0.85,9.25,180,BR-002
LN-009081,APP-009081,7100000,0.82,9.25,240,BR-005
LN-009082,APP-009082,4500000,0.71,8.5,180,BR-003
LN-009083,APP-009083,8700000,0.88,8.5,120,BR-004
LN-009084,APP-009084,1000000,0.7,9.25,240,BR-003
LN-009085,APP-009085,1600000,0.61,8.5,240,BR-001
LN-009086,APP-009086,4300000,0.68,9.25,240,BR-003
LN-009087,APP-009087,7700000,0.71,8.5,240,BR-004
LN-009088,APP-009088,3900000,0.85,9.25,180,BR-005
LN-009089,APP-009089,2200000,0.84,9.25,360,BR-001
LN-009090,APP-009090,4700000,0.73,9.25,240,BR-003
LN-009091,APP-009091,4900000,0.81,9.25,240,BR-003
LN-009092,APP-009092,1900000,0.67,9.25,240,BR-001
LN-009093,APP-009093,7000000,0.87,8.5,180,BR-001
LN-009094,APP-009094,14200000,0.62,9.25,180,BR-005
LN-009095,APP-009095,2300000,0.72,9.25,240,BR-001
LN-009096,APP-009096,2800000,0.84,8.5,240,BR-002
LN-009097,APP-009097,4200000,0.75,9.25,180,BR-005
LN-009098,APP-009098,4000000,0.84,9.25,240,BR-005
LN-009099,APP-009099,4300000,0.65,9.25,120,BR-003
LN-009100,APP-009100,2400000,0.68,9.25,180,BR-004
LN-009101,APP-009101,4200000,0.72,9.25,240,BR-002
LN-009102,APP-009102,17600000,0.86,8.5,180,BR-004
LN-009103,APP-009103,10200000,0.89,9.25,180,BR-005
LN-009104,APP-009104,1900000,0.62,8.5,240,BR-002
LN-009105,APP-009105,2500000,0.88,9.25,180,BR-003
LN-009106,APP-009106,9500000,0.81,9.25,240,BR-004
LN-009107,APP-009107,3700000,0.75,9.25,240,BR-003
LN-009108,APP-009108,5700000,0.67,8.5,240,BR-002
LN-009109,APP-009109,4100000,0.69,8.5,120,BR-001
LN-009110,APP-009110,1700000,0.8,9.25,240,BR-002
LN-009111,APP-009111,6600000,0.73,8.5,120,BR-002
LN-009112,APP-009112,7400000,0.61,9.25,240,BR-003
LN-009113,APP-009113,5900000,0.89,9.25,360,BR-003
LN-009114,APP-009114,6400000,0.8,9.25,240,BR-004
LN-009115,APP-009115,2500000,0.84,9.25,240,BR-001
LN-009116,APP-009116,5900000,0.79,9.25,240,BR-002
LN-009117,APP-009117,3400000,0.81,8.5,360,BR-001
LN-009118,APP-009118,4600000,0.71,10.0,180,BR-001
LN-009119,APP-009119,5400000,0.72,8.5,180,BR-005
LN-009120,APP-009120,3900000,0.9,10.0,180,BR-001
LN-009121,APP-009121,5500000,0.89,8.5,240,BR-001
LN-009122,APP-009122,5400000,0.88,8.5,180,BR-003
LN-009123,APP-009123,7800000,0.9,9.25,240,BR-001
LN-009124,APP-009124,7400000,0.72,10.0,180,BR-005
LN-009125,APP-009125,11600000,0.62,9.25,360,BR-002
LN-009126,APP-009126,4900000,0.88,9.25,180,BR-001
LN-009127,APP-009127,7000000,0.61,9.25,180,BR-004
LN-009128,APP-009128,1600000,0.87,9.25,240,BR-004
LN-009129,APP-009129,2500000,0.86,8.5,120,BR-001
LN-009130,APP-009130,3800000,0.76,9.25,240,BR-002
LN-009131,APP-009131,4400000,0.86,8.5,360,BR-004
LN-009132,APP-009132,1800000,0.81,9.25,180,BR-004
LN-009133,APP-009133,1300000,0.65,9.25,240,BR-003
LN-009134,APP-009134,3400000,0.85,9.25,360,BR-004
LN-009135,APP-009135,3000000,0.72,9.25,180,BR-004
LN-009136,APP-009136,4900000,0.67,9.25,240,BR-001
LN-009137,APP-009137,6800000,0.89,9.25,120,BR-001
LN-009138,APP-009138,2000000,0.81,9.25,240,BR-002
LN-009139,APP-009139,1700000,0.66,8.5,240,BR-002
LN-009140,APP-009140,1800000,0.86,9.25,180,BR-004
LN-009141,APP-009141,3100000,0.85,9.25,240,BR-002
LN-009142,APP-009142,2700000,0.63,9.25,180,BR-002
LN-009143,APP-009143,3900000,0.64,9.25,240,BR-005
LN-009144,APP-009144,1600000,0.67,9.25,180,BR-003
LN-009145,APP-009145,1200000,0.87,9.25,120,BR-003
LN-009146,APP-009146,7900000,0.9,10.0,120,BR-005
LN-009147,APP-009147,7400000,0.87,9.25,180,BR-005
LN-009148,APP-009148,6400000,0.85,9.25,240,BR-002
LN-009149,APP-009149,3200000,0.76,9.25,240,BR-004
LN-009150,APP-009150,2700000,0.62,9.25,240,BR-005
LN-009151,APP-009151,1100000,0.82,8.5,240,BR-002
LN-009152,APP-009152,2800000,0.79,9.25,240,BR-001
LN-009153,APP-009153,4300000,0.67,9.25,240,BR-003
LN-009154,APP-009154,2000000,0.88,9.25,240,BR-005
LN-009155,APP-009155,8200000,0.81,9.25,240,BR-005
LN-009156,APP-009156,4500000,0.84,8.5,120,BR-005
LN-009157,APP-009157,5800000,0.83,9.25,240,BR-003
LN-009158,APP-009158,4500000,0.64,8.5,180,BR-005
LN-009159,APP-009159,5500000,0.68,8.5,180,BR-002
LN-009160,APP-009160,6300000,0.83,8.5,240,BR-003
LN-009161,APP-009161,3500000,0.88,10.0,240,BR-003
LN-009162,APP-009162,6500000,0.64,9.25,120,BR-004
LN-009163,APP-009163,3800000,0.83,10.0,180,BR-005
LN-009164,APP-009164,8800000,0.67,8.5,360,BR-002
LN-009165,APP-009165,5200000,0.82,9.25,240,BR-005
LN-009166,APP-009166,5600000,0.74,10.0,180,BR-002
LN-009167,APP-009167,11600000,0.88,10.0,180,BR-001
LN-009168,APP-009168,2800000,0.61,9.25,240,BR-005
LN-009169,APP-009169,4700000,0.81,8.5,360,BR-003
LN-009170,APP-009170,4400000,0.63,8.5,180,BR-004
LN-009171,APP-009171,3300000,0.64,8.5,180,BR-005
LN-009172,APP-009172,2600000,0.74,9.25,240,BR-003
LN-009173,APP-009173,6300000,0.6,9.25,180,BR-003
LN-009174,APP-009174,2300000,0.89,8.5,360,BR-004
LN-009175,APP-009175,4000000,0.68,9.25,240,BR-001
LN-009176,APP-009176,6600000,0.6,9.25,240,BR-001
LN-009177,APP-009177,4400000,0.86,8.5,180,BR-003
LN-009178,APP-009178,4700000,0.62,8.5,240,BR-001
LN-009179,APP-009179,5300000,0.86,9.25,240,BR-005
LN-009180,APP-009180,2400000,0.84,9.25,240,BR-002
LN-009181,APP-009181,5500000,0.64,8.5,180,BR-001
LN-009182,APP-009182,7600000,0.63,9.25,180,BR-002
LN-009183,APP-009183,2800000,0.82,9.25,240,BR-002
LN-009184,APP-009184,3700000,0.84,9.25,180,BR-003
LN-009185,APP-009185,4400000,0.71,8.5,240,BR-001
LN-009186,APP-009186,12300000,0.86,9.25,360,BR-002
LN-009187,APP-009187,4000000,0.66,9.25,240,BR-001
LN-009188,APP-009188,3200000,0.78,8.5,120,BR-003
LN-009189,APP-009189,2900000,0.72,9.25,240,BR-005
LN-009190,APP-009190,1600000,0.7,9.25,180,BR-003
LN-009191,APP-009191,3000000,0.76,9.25,360,BR-002
LN-009192,APP-009192,1900000,0.69,9.25,180,BR-003
LN-009193,APP-009193,2800000,0.67,9.25,360,BR-001
LN-009194,APP-009194,8800000,0.76,9.25,120,BR-005
LN-009195,APP-009195,5000000,0.86,10.0,360,BR-005
LN-009196,APP-009196,4400000,0.84,8.5,180,BR-005
LN-009197,APP-009197,3000000,0.8,9.25,240,BR-005
LN-009198,APP-009198,3900000,0.7,9.25,240,BR-005
